trial_id,title,intervention_name,condition,phase,status,source_database
NCT02921568,Side-by-Side Comparison of P200TE and Spectral OCT/SLO on Diseased Eyes,P200TE; Spectral OCT/SLO,Retinal Disease; Glaucoma,NA,UNKNOWN,ClinicalTrials.gov
NCT05274009,Protective Cooling Measures to Safeguard Elderly People From Dangerous Summer Heat,No cooling (control); Recommended cooling; Hybrid cooling,Hyperthermia; Heat; Weather; Aging; Type2 Diabetes; Hypertension; Heat Stress,NA,UNKNOWN,ClinicalTrials.gov
NCT00989963,Dose-response Study of the Safety and Efficacy of Beraprost Sodium Modified Release (BPS-MR) in Patients With Pulmonary Arterial Hypertension (PAH),Beraprost Sodium Modified Release,Pulmonary Arterial Hypertension,PHASE2,COMPLETED,ClinicalTrials.gov
NCT03047538,Fixed Combination for Lipid and Blood Pressure Control,"Atorvastatin, Amlodipine, Perindopril",Arterial Hypertension; Dyslipidemias; Blood Pressure; Lipid Metabolism Disorders,PHASE4,WITHDRAWN,ClinicalTrials.gov
NCT00054925,Weight Loss Maintenance (WLM),Personal contact (PC); Interactive technology (IT),"Cardiovascular Diseases; Heart Diseases; Obesity; Diabetes Mellitus, Non-insulin Dependent; Hypertension",NA,COMPLETED,ClinicalTrials.gov
NCT00139217,NO Need to Ventilate: A Trial of Non-invasive Inhaled Nitric Oxide in Persistent Pulmonary Hypertension of the Newborn,iNO; Non-invasive nitric oxide,Pulmonary Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT05999851,Multiparametric Assessment of Maternal Vascular Function in the Prediction of Hypertensive Disorders of Pregnancy,Arterial applanation tonometry; In vivo endothelial glycocalyx measurement; Serum markers of angiogenesis and endothelial dysfunction; Blood chemistry test; Serum xanthine oxidase activity,Preeclampsia; Hypertensive Disorder of Pregnancy,NA,RECRUITING,ClinicalTrials.gov
NCT01247831,The Effect of Selective Laser Trabeculoplasty (SLT) on Ocular Rigidity,Selective Laser Trabeculoplasty,Glaucoma,NA,COMPLETED,ClinicalTrials.gov
NCT05679102,Atorvastatin as an Antihypertensive Agent,Amlodipine 5 MG Oral Tablet; Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet,Atorvastatin Antihypertensive Effect,NA,COMPLETED,ClinicalTrials.gov
NCT00300937,Coenzyme Q10 Supplementation and Development of Preeclampsia,Coenzyme Q10,Preeclampsia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT05283395,Rocklatan® Evaluation,Netarsudil 0.02%/latanoprost 0.005% fixed dose combination ophthalmic solution,Glaucoma,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01062971,Clinical Study of A Fixed Combination of Timolol-Brimonidine-Dorzolamide,dorzolamide-timolol-brimonidine,Primary Open Angle Glaucoma; Ocular Hypertension,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06491199,Home Assessment of Blood Pressure in PregnancY,Home blood pressure telemonitoring program and clinician monitoring,Hypertensive Disorder of Pregnancy,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02130687,Effect of Chronic ACE and DPP4 Inhibition on Blood Pressure,Placebo; Sitagliptin; Aprepitant; Mixed Meal Test (MMT),Type 2 Diabetes Mellitus; Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT00494793,Vacuum Assisted Wound Closure (VAWC) and Mesh Mediated Fascial Traction,VAWC and mesh mediated fascial traction,Open Abdomen; Fascial Closure,NA,COMPLETED,ClinicalTrials.gov
NCT03476616,Antihypertensive Pharmacological Therapy With Mineralocorticoid Receptor Antagonists in Obese Hypertensive Patients,Eplerenone (-based therapy) arm; Valsartan (-based therapy) arm,Hypertension; Obesity,PHASE4,COMPLETED,ClinicalTrials.gov
NCT07038252,The Effect of Oral SPM Supplementation on INflammation-induced Vascular Ageing in Obese Hypertensive Patients,Oral SPM-enriched marine oil (LIPINOVA); Placebo,Hypertension; Obesity,NA,RECRUITING,ClinicalTrials.gov
NCT02006849,ACTH Treatment of APOL1- Associated Nephropathy,Acthar,Kidney Disease,NA,WITHDRAWN,ClinicalTrials.gov
NCT00756938,Study of Losartan in Pediatric Patients With Hypertension (MK-0954-337),losartan potassium,Hypertension,PHASE3,COMPLETED,ClinicalTrials.gov
NCT07327255,Pharmacokinetic Study to Evaluate Safety and Tolerability of EG-101 in Healthy Female Volunteers as a Safety Lead-In for Dosing in Pregnant Women With Severe Pre-eclampsia,EG-101,Pre-eclampsia,PHASE1,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01368185,Impact of MK-0954A on Uric Acid in the Management of Hypertension (MK-0954A-366),Not specified,Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT05512143,TMS for PTSD and Blood Pressure,Transcranial magnetic stimulation,Post-traumatic Stress Disorder; Hypertension,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT01576835,Renal Artery Contrast-Free Trial,Not specified,Renal Artery Stenosis; Kidney Diseases; Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT07076134,Community-and Primary Care-based Intervention Linked With mObile Technology for HTN Control in Nepal,FCHVs and FLHWs in a community managing HTN using primary care based approach and mobile health technology,Hypertension,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT00494533,Study of Intravenous Remodulin in Patients in India With Pulmonary Arterial Hypertension,Remodulin (treprostinil sodium),Pulmonary Arterial Hypertension,PHASE4,TERMINATED,ClinicalTrials.gov
NCT04461249,"Comparison Between Latanoprost , Travoprost and Tafluprost in Reducing IOP Fluctuation in POAG Patients",Latanoprost 0.005% Ophthalmic Solution; Travoprost 0.004% ophthalmic solution; Tafluprost Ophthalmic 0.0015% Ophthalmic Solution,Primary Open Angle Glaucoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT01370655,A Study of MK-7145 Compared to Placebo and Hydrochlorothiazide for Lowering Blood Pressure in Male Participants With Hypertension (MK-7145-009),MK-7145; Hydrochlorothiazide (HCTZ); Placebo to MK-7145; Placebo to HCTZ,Hypertension,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00444834,A Study of Controlled-Release Carvedilol Compared to Immediate-Release Carvedilol in Patients With Primary Hypertension,Carvedilol,Hypertension,PHASE2,TERMINATED,ClinicalTrials.gov
NCT02676947,A Therapeutic Open Label Study of Tocilizumab in the Treatment of Pulmonary Arterial Hypertension,Tocilizumab,Pulmonary Arterial Hypertension,PHASE2,COMPLETED,ClinicalTrials.gov
NCT04254458,Corneal Densitometry in Acute Primary Angle Closure Glaucoma,Corneal densitometry,Acute Primary Angle-closure Glaucoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT07149740,Data Gathering for A10900,OCT,Retinal Disease; Healthy; Glaucoma; Corneal Diseases,Not specified,RECRUITING,ClinicalTrials.gov
NCT01261871,Intraocular Pressure During Robotic Assisted Laparoscopic Procedures Utilizing Steep Trendelenburg Positioning,Not specified,Ocular Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT03210571,Clinical Investigation of the eyeWatch Glaucoma Drainage Device,eyeWatch system,Open Angle Glaucoma,NA,COMPLETED,ClinicalTrials.gov
NCT04039464,Mono vs. Dual Therapy for Pediatric Pulmonary Arterial Hypertension,Mono-Therapy with Sildenafil; Duo-Therapy with Sildenafil + Bosentan,Pediatric Pulmonary Hypertension,PHASE3,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00911833,The Roles of Trust and Respect in Patient Reactions to Race-based and Personalized Medicine Vignettes: An Experimental Study,Not specified,Diabetes; Congenital Heart Disease; Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT03774147,24-hour Ambulatory Blood Pressure Monitoring in Patients With Blood Pressure Above Thresholds in General Practice,24-hour Ambulatory Blood Pressure Monitoring (ABPM),"Hypertension; Blood Pressure Monitoring, Ambulatory; Primary Health Care",Not specified,UNKNOWN,ClinicalTrials.gov
NCT03267849,Lamina Cribrosa Depth Change With Change in Eye Pressure,wearing swimming goggles or having laser suturelysis,"Glaucoma, Open-Angle",NA,COMPLETED,ClinicalTrials.gov
NCT06504849,Instant Message-delivered Personalised Lifestyle Modification Intervention for Pre-hypertension Adults,Receiving LSM messages.; Receiving brief pre-HTN messages.,Pre-hypertension; Lifestyle Modification; Blood Pressure Management; Mobile Phone Use,NA,RECRUITING,ClinicalTrials.gov
NCT03423758,"Investigating the Genetic Basis of Pseudoexfoliation Syndrome, Angle-closure Glaucoma and Primary Open-angle Glaucoma",Blood sample,Glaucoma,Not specified,RECRUITING,ClinicalTrials.gov
NCT02933658,Study of Multiple Oral Dosing to Evaluate the Safety and the Pharmacokinetic Drug-drug Interaction of Telmisartan/Amlodipine and Rosuvastatin in Healthy Male Volunteers,Telmisartan; Amlodipine; Rosuvastatin,Hypertension and Dyslipidemia,PHASE1,COMPLETED,ClinicalTrials.gov
NCT03316443,A Comparative Study of Glidescope Versus Macintosh Laryngoscope in Adult Hypertensive Patients,Glidescope; Macintosh,Hypertensive Patients,NA,COMPLETED,ClinicalTrials.gov
NCT06445543,Nutrition Optimization and Community Upliftment for Postpartum Recovery: Hypertension,MFeast ENHANCED; MFeast Usual Care,"Obesity, Maternal; Pre-Eclampsia; Complicating Pregnancy; Gestational Hypertension; Eclampsia; Complicating Pregnancy",NA,WITHDRAWN,ClinicalTrials.gov
NCT02603809,Dose-finding Study With ACT-132577 (Aprocitentan) in Participants With Essential Hypertension,Aprocitentan 5 mg; Aprocitentan 10 mg; Aprocitentan 25 mg; Aprocitentan 50 mg; Lisinopril 20 mg; Placebo,Essential Hypertension,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02305914,Follow-up Study of Complications of Acute Pancreatitis,Not specified,"Pancreatitis; Pancreatic Neoplasms; Metabolic Diseases; Hypertension, Portal; Respiratory Failure; Quality of Life",Not specified,UNKNOWN,ClinicalTrials.gov
NCT01753648,Non-invasive Measurement of Retinal Blood Flow Based on Vessel Analysis and Fourier Domain Optical Coherence Tomography in Patients With Hypertensive Retinopathy,Dynamic Vessel Analyzer; FDOCT; Ocular perfusion pressure,Hypertensive Retinopathy,NA,UNKNOWN,ClinicalTrials.gov
NCT06489717,"High Altitude Residents With High Altitude Pulmonary Hypertension (HAPH), SDB Assessed at HA (3200 m) vs LA (760 m)",SDB assessment,High Altitude Pulmonary Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT04448249,Advanced Practice Nurse Intervention Versus Usual Care for Hypertension Control,APN intervention,Hypertension,NA,UNKNOWN,ClinicalTrials.gov
NCT01967355,Prolongation of Pregnancy in Preeclampsia by Therapeutic Lipid Apheresis,lipid apheresis,Preeclampsia; Dyslipidemia; Proteinuria; Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT03267108,A Study to Assess Pulsed Inhaled Nitric Oxide in Subjects With Pulmonary Fibrosis at Risk for Pulmonary Hypertension,INOpulse®; Placebo; Open Label Extension,Pulmonary Fibrosis; Pulmonary Hypertension,PHASE3,TERMINATED,ClinicalTrials.gov
NCT05452889,PET Image in PAH Patients,18F-FGLN PET Imaging; (18F)FPGLU,Pulmonary Arterial Hypertension,EARLY_PHASE1,RECRUITING,ClinicalTrials.gov
NCT01699126,The Endothelium Dysfunction in Patients of Obstructive Sleep Apnea Syndrome,CPAP; Statin,"Sleep Apnea, Obstructive",PHASE4,COMPLETED,ClinicalTrials.gov
NCT05466526,Microinvasive Glaucoma Surgery -The Lowering Effect of Intraocular Pressure on Glaucoma Patients With High Frequency Deep Sclerotomy,High frequency deep sclerotomy (HFDS),Primary Open Angle Glaucoma; Intraocular Pressure; Glaucoma Surgery,NA,UNKNOWN,ClinicalTrials.gov
NCT00966576,Efficacy and Safety of Adding Azarga to Prostaglandin Monotherapy,Brinzolamide/Timolol Maleate Fixed Combination (AZARGA),Glaucoma,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02088450,Systolic Hypertension in Europe Placebo-Controlled Trial,Active treatment with nitrendipine (10-40 mg/day).,Isolated Systolic Hypertension,PHASE2,TERMINATED,ClinicalTrials.gov
NCT05402410,An AI Model Based on Smartphone-derived Multimodality Images to Evaluate Portal Hypertension in Patients With Cirrhosis (CHESS2203),Hepatic venous pressure gradient,Portal Hypertension,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03461913,"Can Shorter Time Intervals Help the Baby Survive the Triad Effect of Maternal Hypertension, Caesarean Section and Spinal Anesthesia?",Cesarean section,Neonatal Hypoxia and Asphyxia,NA,COMPLETED,ClinicalTrials.gov
NCT02214459,Dietary Approaches to Stopping Hypertension (DASH) Mobile App Pilot,DASH Mobile mhealth enhanced coaching,Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT04618952,Effect of Calcium- D Supplement on Hypertension,Calcium D; Placebo,Hypertension,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00753285,Renal Denervation in Patients With Refractory Hypertension,Renal Denervation,Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT05828615,Breathing Exercise in Pregnancy-induced Hypertension,Group A; Group B,Pregnancy Induced Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT06865235,Efficacy and Safety of Gonioscopy Assisted Transluminal Trabeculotomy in Patients with Primary Open-angle Glaucoma and Cataract.,360º goniotomy assisted transluminal trabeculotomy; Phacoemulsification; 180º gonioscopy assisted transluminal trabeculotomy,Open Angle Glaucoma (OAG),NA,RECRUITING,ClinicalTrials.gov
NCT04397289,Anticoagulation Therapy After Splenectomy in Cirrhosis Patient,Heparin and Rivaroxaban,Liver Cirrhosis; Portal Hypertension; Anticoagulant-induced Bleeding; Thrombosis,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT04206852,Safety and Efficacy of Balloon Pulmonary Angioplasty in China,Balloon pulmonary angioplasty,Chronic Thromboembolic Pulmonary Hypertension,Not specified,RECRUITING,ClinicalTrials.gov
NCT06295874,"The Effect of Aromatherapy Massage on Pain, Anxiety and Comfort","Effect of aromatherapy massage on vital signs, pain, anxiety and comfort level","Respiratory Insufficiency; Pulmonary Disease, Chronic Obstructive; Diabetes Mellitus, Type 2; High Blood Pressure; Stroke, Ischemic",NA,RECRUITING,ClinicalTrials.gov
NCT04975490,Characterization and Pathogenesis of ACLF,Not specified,Liver Cirrhosis; Acute-On-Chronic Liver Failure; Portal Hypertension,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03680313,Cardio-ankle Vascular Index (CAVI) in Hypertension Patients After One Year of Treatment,Hypertension outpatient treatment,Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT01096160,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of MK8266 in Hypertensive Men (MK-8266-002)","MK-8226 BID, 1 mg; MK-8266 BID, 1.8 mg; MK-8266 TID, 1.8 mg; MK-8266 TID, 2.4 mg; MK-8266 TID, 2.4 mg; Placebo BID (Panel A); Placebo BID (Panel B); Placebo TID (Panel C); Placebo TID (Panel D); Placebo TID (Panel E)",Hypertension,PHASE1,COMPLETED,ClinicalTrials.gov
NCT06229379,The Effects of a Large Language Model on Clinical Questioning Skills,"""Digital twin patient""; Interaction with real patients",Cataract; Glaucoma; Diabetic Retinopathy; Keratitis; Conjunctivitis,NA,COMPLETED,ClinicalTrials.gov
NCT02355990,Minimally Invasive Micro Sclerostomy First in Man Safety and Preliminary Performance Study,Minimally Invasive Micro Sclerostomy,Primary Open Angle Glaucoma; Pigmentary Glaucoma; Pseudoexfoliative Glaucoma,NA,COMPLETED,ClinicalTrials.gov
NCT00477724,Latent Pulmonary Hypertension (PH) in Chronic Thromboembolic Pulmonary Hypertension (CTEPH )After Endarterectomy and Influence of Exercise and Respiratory Therapy,exercise and respiratory therapy; sedentary control group,Pulmonary Hypertension; Chronic Thromboembolic Pulmonary Hypertension,NA,UNKNOWN,ClinicalTrials.gov
NCT06362382,Mobile Internet-based Remote Home Rehabilitation Improves Prognostic Function and Life Quality in Pulmonary Hypertension,tele-rehabilitation training; health propaganda and education,Pulmonary Hypertension,NA,RECRUITING,ClinicalTrials.gov
NCT02295852,Increasing Calcium Dietary Intake Helps to Control Blood Presure and Body Weight,LOW-SODIUM LOW LIPID CALCIUM RICH DIET; LOW-SODIUM LOW LIPID DIET,Hypertension; Body Weight,NA,UNKNOWN,ClinicalTrials.gov
NCT03972852,Establishment of an Anaesthetic Protocol for Examinations for Children With Glaucoma or Suspected Glaucoma,Not specified,"Anesthesia; Intraocular Pressure; Glaucoma, Suspect; Pediatric Glaucoma",Not specified,COMPLETED,ClinicalTrials.gov
NCT02419235,The Effect of a Homoeopathic Complex on Blood Pressure in Refractory Hypertension,20% ethanol; Homoeopathic complex,Essential Hypertension,PHASE2,COMPLETED,ClinicalTrials.gov
NCT04791618,MECA Clinical Intervention ( MECA Health360x),Health360x plus health coach; Health360x only (High tech),Cardiovascular Health; Self-management,NA,UNKNOWN,ClinicalTrials.gov
NCT05256082,Impact of Face Masks on 6MWD in Patients With Pulmonary Hypertension,six-minutes-walking test,Pulmonary Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT01138124,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),Gabapentin prescriptions,Renal Pelvis Cancer; Restless Legs Syndrome; Epilepsy; Neuropathic Pain; Chronic Pancreatitis; Hypertension; Pancreatic Cancer; Diabetes; Renal Cancer; Renal Cell Carcinoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT02136758,Cardiovascular Risk Clinic,CRC lifestyle modification program,Cardiovascular Disease; Coronary Artery Disease; Hypertension; Diabetes; Obesity,NA,TERMINATED,ClinicalTrials.gov
NCT00416468,Bioavailability of Aliskiren and Valsartan Combined as a Single Tablet vs. the Same Medications Given Separately to Healthy Subjects.,Aliskiren; Valsartan,Healthy,PHASE1,COMPLETED,ClinicalTrials.gov
NCT05114291,"From Micro- to Macro-vessels : Water, Salt, Heart and Kidneys",Explorations are planned as part of the one-day hospitalization,Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT01934582,A Pharmacokinetic Substudy of the TDE-PH-304 Protocol,UT-15C SR; treprostinil diethanolamine,Pulmonary Arterial Hypertension,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04401982,Measuring the Effects of Rhopressa on Episcleral and Retinal Blood Flow in Ocular Hypertension and Glaucoma Suspects,Netarsudil ophthalmic solution 0.02% one drop nightly for 1-2 weeks,Ocular Hypertension; Suspect Glaucoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT05269680,STAR-LIFE: a Post-market Registry on MINIject,Not specified,Open Angle Glaucoma,Not specified,RECRUITING,ClinicalTrials.gov
NCT02232880,Treatment of Resistant Hypertension by Prevention of T-Cell Co-Stimulation,Abatacept; Placebo,Hypertension,PHASE2,TERMINATED,ClinicalTrials.gov
NCT00844389,Near to Infrared (NIR) Light Neuroprotection in Glaucomatous Optic Neuropathy,Near to infrared light retinal stimulation; Green light stimulation,Open Angle Glaucoma,EARLY_PHASE1,UNKNOWN,ClinicalTrials.gov
NCT04295889,Towards HOMe-based Albuminuria Screening: an Implementation Study Testing Two Approaches,Approach A (PeeSpot urine collection device).; Approach B (ACR | EU Test kit).,Albuminuria,NA,UNKNOWN,ClinicalTrials.gov
NCT06046924,Dietary Acid Reduction and Progression of Chronic Kidney Disease,Fruits and vegetables (F+V); NaHCO3 Tablets; Usual Care,Chronic Kidney Diseases; Cardiovascular Diseases; Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT01961323,Effect of Nebivolol on the Blood Flow in Hearts of Adults With High Blood Pressure and Abnormal Filling of Heart,Nebivolol,Hypertension; Left Ventricular Diastolic Dysfunction,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00875940,Right Ventricular Hypertrophy and Pulmonary Hypertension: A Correlation Analysis,Diagnostic imaging procedures.,Pulmonary Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT06373289,Pulmonary Hypertension and Oxygen Saturation Targeting in Preterm Infants,higher oxygen saturation target using Nellcor pulse oximetry sensors; lower oxygen saturation target using Nellcor pulse oximetry sensors,Bronchopulmonary Dysplasia; Pulmonary Hypertension,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02938910,Study of Myocardial Interstitial Fibrosis in Hyperaldosteronism,non interventional study,Primary Hyperaldosteronism; Secondary Hyperaldosteronism; Essential Hypertension; Healthy,Not specified,COMPLETED,ClinicalTrials.gov
NCT06015620,Comorbidities Resolution After MGB Surgery and Change in Body Composition,Mini gastric bypass surgery,Morbid Obesity; Type2diabetes; Sleep Apnea; Hypothyroidism; Hypertension; Lipid Disorder; Non-Alcoholic Fatty Liver Disease; Chronic Venous Hypertension With Ulcer,Not specified,RECRUITING,ClinicalTrials.gov
NCT02846220,Promoting Medication Adherence Among Older Adults With Hypertension,Overcoming Immunity to Change health coaching,Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT07074782,Retinal Ganglion Cell Neuroprotection Under Prostaglandin Analogues,Not specified,Glaucoma,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01703780,"The Diagnosis and Treatment of Resistant Hypertension, the Prevalence and the Prognosis",Not specified,"Hypertension, Resistant to Conventional Therapy",Not specified,UNKNOWN,ClinicalTrials.gov
NCT02691455,The American Glaucoma Society (AGS) Second Aqueous Shunt Implant vs. Transscleral Cyclophotocoagulation Treatment Study (ASSISTS),Baerveldt Glaucoma Implant 350-mm2 / BG101-350; Transscleral Diode Laser Cyclophotocoagulation; Ahmed Model FP7 Flexible Plate; Baerveldt Glaucoma Implant 250-mm2 / BG103-250,Glaucoma,NA,TERMINATED,ClinicalTrials.gov
NCT00727168,"Screening for Glaucoma in Namil Area, South Korea",Not specified,Glaucoma; Intraocular Pressure; Optic Nerve Head; Visual Field,Not specified,COMPLETED,ClinicalTrials.gov
NCT01932450,Radiofrequency Ablation for ADPKD Blood Pressure and Disease Progression Control,renal sympathetic denervation; antihypertensive drugs,Autosomal Dominant Polycystic Kidney Disease; Hypertension,PHASE2,UNKNOWN,ClinicalTrials.gov
NCT01061450,Simvastatin and Diastolic Dysfunction,Simvastatin; Placebo,Diastolic Dysfunction; Hypertension,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00060918,Glycemic Control Of Carvedilol Versus Metoprolol In Patients With Type II Diabetes Mellitus And Hypertension,carvedilol; metoprolol,Hypertension,PHASE4,COMPLETED,ClinicalTrials.gov
NCT06327373,A Feasibility Study of Supplemental Oxygen to Improve Pulmonary Hypertension in People With Intradialytic Hypoxemia,Oxygen; Room air,Pulmonary Hypertension,"PHASE1, PHASE2",NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02128386,"Medication Adherence and ""True"" Resistance in Patients With Resistant Hypertension",Not specified,"Hypertensive Disease; Hypertension, Resistant to Conventional Therapy",Not specified,UNKNOWN,ClinicalTrials.gov
NCT05462405,Evaluation of Sympathetic Activity Effects by the BackBeat Medical Cardiac Neuromodulation Therapy (CNT).,Experimental group,Hypertension,NA,UNKNOWN,ClinicalTrials.gov
NCT02050529,Randomized Controlled Trial of Labetalol Versus Hydralazine for Severe Hypertension in Obstetric Patients.,Labetalol; Hydralazine,"Hypertension, Pregnancy Induced; Hydralazine Adverse Reaction; Pre-eclampsia; Pre-eclampsia Superimposed Pre-existing Hypertension",PHASE2,COMPLETED,ClinicalTrials.gov
NCT04409431,Effects of Adrenal Artery Ablation and Spironolactone in Patients With Primary Aldosteronism,Endovascular chemical Ablation of Adrenal Gland,Primary Aldosteronism; Hypertension,NA,RECRUITING,ClinicalTrials.gov
NCT03298802,Postpartum Management of Hypertension in Pregnancy With Hydrochlorothiazide,Hydrochlorothiazide 50mg Tablet; Placebo Tablet,"Pre-Eclampsia; Gestational Hypertension; Superimposed Pre-Eclampsia; Hypertension, Pregnancy-Induced; Postpartum Pregnancy-Induced Hypertension; Postpartum Preeclampsia",PHASE3,UNKNOWN,ClinicalTrials.gov
NCT01577030,Hypotensive Effects of Conventional Dairy Products: Role of Arterial Stiffness,Non-fat dairy; Add 4 servings fruit,Prehypertension; Stage-1 Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT01749930,Comparing the Safety and Efficacy of BOL-303259-X Ophthalmic Solution With Timolol Maleate Ophthalmic Solution in Subjects With Open-Angle Glaucoma or Ocular Hypertension,BOL-303259-X; Timolol; BOL-303259-X,Open-Angle Glaucoma; Ocular Hypertension,PHASE3,COMPLETED,ClinicalTrials.gov
NCT05910242,Efficacy and Safety of Remote Ischemic Conditioning in the Treatment of Essential Hypertension (RICBP-EH),Remote ischemic conditioning; Sham remote ischemic conditioning,Essential Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT05925569,Electronic Alert to Improve Testing For Primary Aldosteronism in Patients With Hypertension,Best Practice Advisory Computerized Alert,Primary Aldosteronism; Resistant Hypertension; Secondary Hypertension; Hyperaldosteronism; Mineralocorticoid Excess; Hypertension,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00865683,DHA Supplements to Improve Insulin Sensitivity in Obese Pregnant Women (The Omega-3 Pregnancy Study),DHA Supplements; Placebo Supplements,"Overweight and Obesity; Insulin Resistance; Diabetes, Gestational; Hypertension in Pregnancy; Pre-Eclampsia",PHASE1,UNKNOWN,ClinicalTrials.gov
NCT03901183,Plant-based Nutrition for Patients With Cardiovascular Risk Factors,Plant-based Diet,"Metabolic Syndrome; Cardiovascular Risk Factor; Overweight and Obesity; Hypertension,Essential",NA,COMPLETED,ClinicalTrials.gov
NCT02709941,Inspiratory Muscle Strength Training for Sleep-related Breathing Disorders,Inspiratory muscle strength training; Placebo,Obstructive Sleep Apnea,NA,COMPLETED,ClinicalTrials.gov
NCT07183137,Metabolic Surgery for Metabolic Syndrome,Not specified,Metabolic Syndrome (MetS); Hypertension (HTN); Obesity; T2; T2DM; Bariatric Surgery; Metabolic Surgery,Not specified,COMPLETED,ClinicalTrials.gov
NCT02021019,Renal Denervation to Improve Outcomes in Patients With End-stage Renal Disease,Renal Denervation,End-stage Renal Disease; Hypertension,NA,COMPLETED,ClinicalTrials.gov
NCT01022619,The Association Between High Risk Pregnancy and Sleep-disordered Breathing,Not specified,Preeclampsia; Gestational Diabetes; Premature Labor,Not specified,UNKNOWN,ClinicalTrials.gov
NCT01918111,"Effects of REnal Denervation for Resistant Hypertension on Exercise Diastolic Function and Regression of Atherosclerosis and the Evaluation of NEW Methods Predicting A successfuL Renal Sympathetic Denervation (RENEWAL-EXERCISE, -REGRESS, and -PREDICT Trial From RENEWAL RDN Registry)",Renal denervation; adenosine infusion treatment,Resistant Hypertension,PHASE4,TERMINATED,ClinicalTrials.gov
NCT01659411,Adult Congenital Heart Disease Registry (QuERI),Observational,Pulmonary Arterial Hypertension,Not specified,COMPLETED,ClinicalTrials.gov
NCT07381452,Virtual Reality-Enhanced Rehabilitation for Cognitive Recovery in Acute Post-Stroke Patients: Pilot Study,Virtual reality-enhanced rehabilitation; Conventional rehabilitation therapy (CRT),Acute Stroke Intervention; Rehabilitation Exercise; Cognitive Assessment,NA,COMPLETED,ClinicalTrials.gov
NCT06541015,Effect of Transcutaneous Electrical Nerve Stimulation on Post-stroke Patients,InTENSity 10 TENS Stimulator,Hemiplegia and/or Hemiparesis Following Stroke; Anterior Circulation Stroke of Uncertain Pathology,NA,RECRUITING,ClinicalTrials.gov
NCT05953415,pBFS-guided iTBS Over the Left DLPFC for Chronic PSCI,active iTBS; sham iTBS,Chronic Stroke; Cognitive Impairment,NA,RECRUITING,ClinicalTrials.gov
NCT05851989,Study on Prognosis of Acutely Ruptured Intracranial Aneurysms,Not specified,Aneurysmal Subarachnoid Hemorrhage; Endovascular Procedures; Craniotomy; Patient Outcome Assessment; Treatment Outcome,Not specified,RECRUITING,ClinicalTrials.gov
NCT01195350,Blood Pressure Level and Prognosis in Acute Stroke,Not specified,Stroke,Not specified,UNKNOWN,ClinicalTrials.gov
