trial_id,title,intervention_name,condition,phase,status,source_database
NCT04459091,Effects of Supplementation With Amino Essential Acids on Circulating Albumin Levels in Stroke in Rehabilitation Phase,Amino Essential Acid; placebo,Stroke Rehabilitation,NA,COMPLETED,ClinicalTrials.gov
NCT04661891,Real-time Neuromuscular Control of Exoskeletons,Isometric contractions; Isokinetic contractions; Dynamic contractions; Isometric contraction with muscle fatigue; Multi-joint functional activities while wearing exoskeleton; Clinical Assessments,Stroke,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT03668990,"Feasability, Validty and Reliability of Inertial Sensors","IMUs (Xsens, MVN Studio)",Multiple Sclerosis; CVA,NA,COMPLETED,ClinicalTrials.gov
NCT01472926,Alteplase-Tenecteplase Trial Evaluation for Stroke Thrombolysis- (ATTEST),Tenecteplase; alteplase,Stroke,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02321917,Rheoparin-coated Tubing System for Minimized Extracorporeal Circulation (MECC),MECC system with rheoparin coating,Extracorporeal Circulation; Inflammation; Blood Coagulation; Intracranial Embolism,NA,COMPLETED,ClinicalTrials.gov
NCT03203291,Reducing Asymmetry During Gait Using the TPAD (Tethered Pelvic Assist Device) for Stroke Patients,TPAD (Tethered Pelvic Assist Device),Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT06978348,Research on Early Prediction Model of Ischemic Cerebrovascular Disease Based on Artificial Intelligence Technology.,Not specified,Ischemic Cerebrovascular Disease; Artificial Intelligence; Prediction Model,Not specified,RECRUITING,ClinicalTrials.gov
NCT01717755,Basilar Artery International Cooperation Study,Intra-arterial treatment,Basilar Artery Thrombosis; Basilar Artery Embolism; Stroke of Basilar Artery; Stroke; Cerebrovascular Disorders; Basilar Artery Occlusion,NA,UNKNOWN,ClinicalTrials.gov
NCT05868525,Stroke Rate in Patients With Blunt Cerebrovascular Injury (BCVI) Treated With Oral Acetylsalicylic Acid (ASA) 81 mg Versus ASA 325 mg (BASA).,"Aspirin 325Mg Tab, Aspirin 81Mg Tab",Blunt Cerebrovascular Injury,PHASE4,RECRUITING,ClinicalTrials.gov
NCT01336517,Evaluation of the Effect of an Ankle Foot Orthoses for Ambulatory Function,Not specified,"Hemiplegia, Spastic",Not specified,COMPLETED,ClinicalTrials.gov
NCT06240468,Dynamic Changes in Human Microbiome Predict the Risk of Adverse Outcomes in Patients With Acute Ischemic Stroke: a Multicenter Prospective Cohort Study,not have,Acute Ischemic Stroke,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03941678,Creatine Supplementation During Resistance Training for People Recovering From Stroke,Creatine monohydrate; Placebo,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT04307108,Magic Glass Evaluation in People With Stroke,Magic Glass,Stroke,NA,UNKNOWN,ClinicalTrials.gov
NCT03367091,Energy Consumption and Cardiorespiratory Load During Overground Gait Training With a Wearable Exoskeleton After Stroke,Ekso GT gait training with high swing assistance; Ekso GT gait training with neutral swing assistance; Ekso GT gait training with high swing resistance,Stroke,NA,TERMINATED,ClinicalTrials.gov
NCT04502290,Synchronized Brain and Hand Stimulation After Stroke,Combined Non-invasive brain stimulation and functional electrical hand stimulation,Stroke; Upper Extremity Paresis,NA,COMPLETED,ClinicalTrials.gov
NCT03699397,EEG Controlled Triage in the Ambulance for Acute Ischemic Stroke,Dry electrode EEG,"Stroke, Ischemic",NA,COMPLETED,ClinicalTrials.gov
NCT04963114,Art Therapy Program in the Chronic Phase of Stroke,art therapy,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT06857916,Cycle and Stroke With Biofeedback for Power Symmetry,Traditional; cycle with biofeedback,Stroke,NA,RECRUITING,ClinicalTrials.gov
NCT06207552,"Evaluation of the Safety, Tolerability and Efficacy of a Gene Therapy Drug for the Treatment of Pediatric Fabry Disease",BBM-F101 injection,Fabry Disease,EARLY_PHASE1,RECRUITING,ClinicalTrials.gov
NCT02427126,Apixaban for Treatment of Embolic Stroke of Undetermined Source,Apixaban; Aspirin,Embolic Stroke of Undetermined Source,PHASE3,COMPLETED,ClinicalTrials.gov
NCT05060185,The Flow Diverter for Treating Patients With Intracranial Aneurysms,the Flow Diverter,Intracranial Aneurysm,NA,UNKNOWN,ClinicalTrials.gov
NCT06576089,Optimizing Recruitment to Drive Equitable Research Opportunity in Stroke Rehabilitation Trials in Canada,"Supported, women-centred and aphasia-friendly recruitment and enrollment process (ORDER); Traditional recruitment and enrollment processes (TRAD)",Stroke,NA,RECRUITING,ClinicalTrials.gov
NCT03006731,High Intensity Interval Training for People With Stroke Deficits,High Intensity Interval Training; Moderate Intensity Continuous Exercise,Stroke,NA,UNKNOWN,ClinicalTrials.gov
NCT03162653,Effect of Allopurinol for Hypoxic-ischemic Brain Injury on Neurocognitive Outcome,Allopurinol; Mannitol,"Encephalopathy, Hypoxic-Ischemic; Infant, Newborn, Diseases",PHASE3,UNKNOWN,ClinicalTrials.gov
NCT03065153,Interaction Between Trunk and Gait Performance in Both Healthy Adults and Stroke Patients,Not specified,"Stroke; Healthy; Gait, Hemiplegic",Not specified,COMPLETED,ClinicalTrials.gov
NCT03886675,Intervention With Cerebral Embolic Protection in TEVAR: Gaseous Protection,CO2 flushing; Saline flushing,Stroke; Silent Cerebral Infarction; Neurocognitive Dysfunction; Vascular Brain Injury,NA,UNKNOWN,ClinicalTrials.gov
NCT05490875,Carotid Ultrasound to Identify Head and Neck Cancer Survivors With High Cardiovascular Risk After Radiation Therapy,Carotid ultrasound; Blood draw; Survey,Head and Neck Cancer; Carotid Artery Stenosis; Cardiovascular Complication,Not specified,COMPLETED,ClinicalTrials.gov
NCT01967212,Swallowing Training Combined With Game-based Biofeedback in Post-stroke Dysphagia,Game-based swallow biofeedback; Swallow training without biofeedback,Dysphagia,NA,UNKNOWN,ClinicalTrials.gov
NCT05114681,Oral Health Care in Stroke Patients in Tertiary Care Hospital,Assessment of Oral care as per patient personal choice,Gingivitis; Periodontitis; Dental Hygiene,Not specified,COMPLETED,ClinicalTrials.gov
NCT02224209,Comparison of Staged Angioplasty and Routine Single-stage Stenting (CAS) in the Treatment of Carotid Artery Stenosis,"Abbott EPD systems (Accunet/Emboshield), a balloon, stent; a balloon, stent",Carotid Artery Stenosis,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT03647787,White Matter Integrity According to BDNF Genotype After Stroke,observational study,Stroke,Not specified,COMPLETED,ClinicalTrials.gov
NCT05606393,Establishment of Virtual Reality System for Stroke Patients With Aphasia,virtual reality speech training; traditional speech therapy,Aphasia,NA,UNKNOWN,ClinicalTrials.gov
NCT06530693,Optimizing the Prehospital Use of Stroke Systems of Care-Reacting to Changing Paradigms-Implementation (OPUS-i),OPUS-i algorithm,Stroke,NA,RECRUITING,ClinicalTrials.gov
NCT04011514,Querying Stroke Unit Nursing Interventions in the Emergency Department,Dedicated stroke nurse care in ED,Stroke; TIA,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05076747,Exercise and Genotype in Sub-acute Stroke,Cardiovascular training; Standard Therapy,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT04957355,Effect of NMES on Balance and Fall Risk in Chronic Stroke,Neuromuscular electrical stimulation (NMES) or Functional electrical stimulation (FES),Chronic Stroke,NA,RECRUITING,ClinicalTrials.gov
NCT06538025,Correlation Between Family Functioning and PSF,Not specified,Stroke,Not specified,COMPLETED,ClinicalTrials.gov
NCT06090968,Umbilical Cord Milking Versus Immediate Cord Clamping in Full Term Neonates (≥ 37 Weeks) Requiring Resuscitation,Umbilical cord milking; Immediate cord clamping,Hypoxic-Ischemic Encephalopathy; Perinatal Asphyxia,NA,COMPLETED,ClinicalTrials.gov
NCT05865106,The Efficacy and Feasibility of Smartphone-Based Speech Therapy for People with Post-Stroke Dysarthria,Smartphone-based speech therapy; Traditional speech therapy,Dysarthria As Late Effect of Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT03666806,"Preventing Stroke Triggers in Children With Sickle Cell Anaemia in Mulago Hospital, Kampala (PREST ): a Randomized Control Trial",Influenza vaccine,Preventing Stroke in Sickle Cell Anaemia,"PHASE2, PHASE3",UNKNOWN,ClinicalTrials.gov
NCT06794749,Action Observation Therapy in Chronic Stroke,Action Observation Therapy; Control,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT06954155,Tenecteplase Reperfusion Therapy in Acute Ischemic Cerebrovascular Events-BEYOND,Tenecteplase (0.25mg/kg); Standard medical treatment,Stroke,PHASE3,RECRUITING,ClinicalTrials.gov
NCT02835443,Electrical Stimulation of the Dentate Nucleus for Upper Extremity Hemiparesis Due to Ischemic Stroke,Deep Brain Stimulation,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT06288243,"Functionality, Cognition And Swallowing Skills In Patients With AcuteSTROKE",Clinician-observed assessment tests,"Stroke, Acute; Swallowing Disorder; Cognitive Impairment; Stroke; Movement Disorders; Dysphagia",Not specified,COMPLETED,ClinicalTrials.gov
NCT07026331,Effect of Balloon Angioplasty vs Stenting Following Residual Stenosis After Endovascular Treatment of Intracranial Atherosclerotic Acute Ischemic Stroke,balloon angioplasty; Stent,Acute Ischemic Stroke,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT04378075,A Study to Evaluate Efficacy and Safety of Vatiquinone for Treating Mitochondrial Disease in Participants With Refractory Epilepsy,Vatiquinone; Placebo,Mitochondrial Diseases; Drug Resistant Epilepsy; Leigh Disease; Leigh Syndrome; Mitochondrial Encephalopathy (MELAS); Pontocerebellar Hypoplasia Type 6 (PCH6); Alpers Disease; Alpers Syndrome,"PHASE2, PHASE3",TERMINATED,ClinicalTrials.gov
NCT06883357,The Effects of Home-based Graded Repetitive Arm Supplementary Program Group on Stroke.,Graded repetitive arm supplementary program (GRASP),Stroke,NA,RECRUITING,ClinicalTrials.gov
NCT05095857,The Anaesthetic Ketamine as Treatment for Patients With Severe Acute Brain Injury,S-ketamine; Isotonic saline (placebo),"Subarachnoid Hemorrhage, Aneurysmal; Intracerebral Hemorrhage; Traumatic Brain Injury",PHASE4,RECRUITING,ClinicalTrials.gov
NCT02158312,Bihemispheric Modulation of the Motor Cortex by Transcranial Direct Current Stimulation in Subacute Stroke Patients,"Magstim Eldith DC-stimulator(Magstim Co., Whitland, UK)",Stroke,PHASE1,UNKNOWN,ClinicalTrials.gov
NCT01980511,Detection and Neurological Impact of CerebroVascular Events In Noncardiac Surgery PatIents: A COhort EvaluatioN,Not specified,Covert Postoperative Stroke,Not specified,COMPLETED,ClinicalTrials.gov
NCT00307671,Treatment of Necrotizing Vasculitides for Patients Older Than 65 Years,"prednisone, methylprednisolone,cyclophosphamides; Cyclophosphamide, Azathioprine,prednisone,methylprednisolone; Mycophenolate mofetil,methotrexate",Vasculitis; Wegener's Granulomatosis; Microscopic Polyangiitis; Churg-Strauss Syndrome; Polyarteritis Nodosa,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02066493,Giant Intracranial Aneurysm Registry,Not specified,Intracranial Aneurysms,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00351806,AISTCM-Outcome Measurement of Acute Ischemic Stroke With Traditional Chinese Medicine,Erigeron breviscapus injection; hua tuo zai zao wan (a herbal medicine pill); Compound stroke herbal medicine (8 herbal),Cerebral Infarction,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02757404,Meditoxin® Treatment in Patients With Post Stroke Upper Limb Spasticity,Ultrasonography guidance injection of Meditoxin®.; Electrical stimulation guidance injection of Meditoxin®.; Manual needle placement injection of Meditoxin®.,Muscle Spasticity,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05389748,NanO2 for Large Vessel Occlusion Stroke,Placebo; dodecafluoropentane emulsion (DDFPe),Ischemic Stroke,"PHASE2, PHASE3",UNKNOWN,ClinicalTrials.gov
NCT05687448,DIrect Oral Anticoagulation and Bioprothesis Aortic Valve,Apixaban 5 MG Oral Tablet; Aspirin 75 to 100mg once a day,Aortic Valve Disease,PHASE3,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT04617548,tDCS and CO-OP in Chronic Stroke,tDCS and CO-OP Group,Chronic Stroke,PHASE1,COMPLETED,ClinicalTrials.gov
NCT06470815,ROADSTER 3 Extended Follow-up Sub-Study,Transcarotid Artery Revascularization (TCAR),Carotid Artery Diseases,Not specified,TERMINATED,ClinicalTrials.gov
NCT06327035,Evolution of Walking Abilities in Subacute Stroke Patients Hospitalized in Neurorehabilitation Center,Gait rehabilitation,"Stroke; Gait, Hemiplegic",Not specified,RECRUITING,ClinicalTrials.gov
NCT01470040,Does Discontinuation of Aspirin Treatment Following Head Trauma Decrease the Incidence of Chronic Subdural Hematoma?,discontinuation of aspirin therapy; continuation of aspirin therapy,Head Trauma; Traumatic Brain Injury; Chronic Subdural Hematoma,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT05568264,Effects of a Physical Therapy Intervention on Motor Delay in Infants Admitted to a Neonatal Intensive Care Unit,Physical Therapy intervention,Motor Delay; Premature Birth; Intraventricular Hemorrhage; Hypoxic-Ischemic Encephalopathy; Bronchopulmonary Dysplasia,NA,RECRUITING,ClinicalTrials.gov
NCT05935709,DANIsh VASculitis Database (DANIVAS),Not specified,Giant Cell Arteritis; Polymyalgia Rheumatica,Not specified,RECRUITING,ClinicalTrials.gov
NCT00657163,Fluoxetine on Motor Rehabilitation After Ischemic Stroke,fluoxetine; placebo,Ischemic Stroke; Motor Impairment,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00055016,Registry of Fabry Disease - A Multicenter Observational Study,Not specified,Fabry Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT06335316,Effect of Stellate Nerve Block in Dysphagia,Injection; Lidocaine Hydrochloride; Comprehensive therapy; placebo,Dysphagia,NA,COMPLETED,ClinicalTrials.gov
NCT03577847,Rural CT Examination and Thrombolytic Treatment for Stroke,Rural CT scanning,Stroke,Not specified,UNKNOWN,ClinicalTrials.gov
NCT02541578,Physiological Complexity of Gait Over the First Six Months Post Stroke,Not specified,"Stroke, Acute",Not specified,COMPLETED,ClinicalTrials.gov
NCT06050408,Assessment of LF-rTMS in Patients With Visual Neglect,1hz repetitive transcranial magnetic stimulation,"Neglect, Hemispatial",NA,UNKNOWN,ClinicalTrials.gov
NCT06635408,Cystatin c: a Biomarker of AKI in Aneurysmal Subarachnoid Haemorrhage Patients,cystatin c,Acute Kidney Injury,Not specified,COMPLETED,ClinicalTrials.gov
NCT03441932,Evaluation of Morbidity and Mortality Associated With Dysphagia in Stroke Patients Based on Pharyngeal Residue Severity,Fiberoptic endoscopic evaluation of swallowing (FEES),Dysphagia Following Cerebral Infarction,NA,UNKNOWN,ClinicalTrials.gov
NCT06805721,"This Three-year Observational Study Involves Patients of All Ages Undergoing Endovascular Treatment for Various Cerebral or Spinal Vascular Conditions. It Aims to Assess Pre- and Post-operative Clinical Conditions, Report Complications, and Identify Preoperative Indicators of Treatment Outcomes. Pat",Not specified,Aneurysm Cerebral; AVM; DAFV; ESDC,Not specified,RECRUITING,ClinicalTrials.gov
NCT04569643,Periodic Limb Movement Syndrome in Patients With Cerebral Small Vessel Disease.,Actigraphy; Cardiorespiratory monitoring; Neuroimaging; Assessment of cognitive function; Sleep quality and mood questionnaires,Periodic Limb Movement Disorder; Cerebral Small Vessel Diseases; Cognitive Dysfunction,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06678425,This Study is About the Efficacy of Repetitive Peripheral Magnetic Stimulation on the Treatment of Shoulder Subluxation in Subacute Stroke Patients.,Peripheral magnetic stimulator; Peripheral magnetic stimulator,Shoulder Subluxation; Subacute Stroke; Magnetic Stimulation; Randomised Controlled Trial,"PHASE2, PHASE3",NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02900833,Impact of Neutrophil Activation in Acute Ischemic Stroke Patients Treated With Endovascular Therapy,Not specified,Acute Stroke,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT07237633,Evaluating the Feasibility of a Piezoelectric Smart Sensor as an Aid to Help Clinicians Screen for the Development of Pneumonia in an At-risk Population,Piezoelectric sensor,Stroke; End Stage Renal Failure on Dialysis,NA,RECRUITING,ClinicalTrials.gov
NCT05601115,The Effect of Combined Robotic Hand Therapy and Conventional Therapy in Stroke Patients,Robot assisted therapy; Conventional Therapy Group,Stroke; Robot Assisted Therapy; Robotic Rehabilitation,NA,COMPLETED,ClinicalTrials.gov
NCT06673771,Effects of Vestibular Rehabilitation on Balance and Post Stroke Fatigue :,Vestibular Rehabiliation Therapy; Conventional treatment,Stroke Patients,NA,RECRUITING,ClinicalTrials.gov
NCT02650609,Treatment of Chronic Subdural Hematoma by Corticosteroids,Methylprednisolone; Placebo,Chronic Subdural Hematomas,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01970384,Transcranial Direct Current Stimulation for Dysphagia Therapy in Acute Stroke Patients,Transcranial direct current stimulation; Sham stimulation,Stroke; Dysphagia,NA,COMPLETED,ClinicalTrials.gov
NCT02120235,Investigating Lysosomal Storage Diseases in Minority Groups,Not specified,Lysosomal Storage Disorders; Gaucher Disease; Fabry Disease; Pompe Disease; Niemann-Pick Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03282968,Balance Training After Stroke With REWIRE,REWIRE; Balance exercises,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT05435404,Qualitative Study Patient & Physician Experiences Botox COVID-19,Not specified,Chronic Brain Injury; Cerebral Stroke; MS (Multiple Sclerosis),Not specified,COMPLETED,ClinicalTrials.gov
NCT01050049,The Effect of Implementing Hyper-acute Stroke Guidelines on Decision-Making for or Against Thrombolytic Therapy for Stroke in the Emergency Department,Not specified,Stroke,Not specified,COMPLETED,ClinicalTrials.gov
NCT05878626,Anodal Transcranial Direct Current Stimulation on Strength in Subacute Stroke,Transcranial Direct Current Stimulation,Stroke,NA,COMPLETED,ClinicalTrials.gov
